t,x,y,theta,v,omega,phi,dot_xd,ddot_xd ,dddot_xd,dot_yd,ddot_yd,dddot_yd
0.0,0.0,0.0,5.00363284799661e-06,0.0,0.0,0.005009393034581172,0.4323446720252971,-0.0075066467990021245,-0.0009659155021744263,-4.291096415122316e-21,0.0018692310076843853,0.0014546629585372995
0.0023132007278268978,0.0010000799243591657,5.004032760187247e-09,5.003749342889966e-06,0.00025940159067136716,0.0006510107601805475,0.005009741519885094,0.43233251514972953,-0.007507763977271445,-0.0009659154523783836,3.029458882606935e-06,0.0018709134713916003,0.0014546629585375844
0.0046264014556537955,0.0020001196694641246,2.0028134628782576e-08,5.004104928635164e-06,0.00051875128990532,0.0013023461188656916,0.005010789063704088,0.4323167075935321,-0.0075094397438355085,-0.0009659154324599665,6.973204056776862e-06,0.0018734371669524314,0.0014546629585374608
0.006939602183480694,0.00300011922335907,4.5090310987836374e-08,5.004717940063146e-06,0.0007780490968974609,0.0019544574074245613,0.005012542060976452,0.4322998012151872,-0.007511394805170884,-0.0009659153647373485,1.119668374519661e-05,0.001876381478440057,0.0014546629585384895
0.009252802911307591,0.0040000785740881934,8.0208567219399e-08,5.0056189224089354e-06,0.0010372950107166504,0.002607789260044451,0.005015011237684736,0.43228256157223915,-0.00751348951324398,-0.000965915316236003,1.5509532414672208e-05,0.0018795360978910937,0.0014546629585394154
0.011566003639134488,0.00499999770969569,1.2540090870552086e-07,5.00685057185613e-06,0.0012964890302418959,0.003262776438683687,0.005018211615343829,0.4322652183319521,-0.007515654044757925,-0.0009659153348298452,1.985464040524549e-05,0.001882795871323839,0.0014546629585364492
0.013879204366961388,0.005999876618225755,1.8068534082825237e-07,5.00846765561973e-06,0.001555631154099778,0.003919840680776473,0.0050221624624788375,0.4322478403945041,-0.007517853488664232,-0.0009659152768702393,2.4214874818928943e-05,0.0018861082217473905,0.0014546629585436577
0.016192405094788285,0.006999715287722577,2.460798689696437e-07,5.0105369115960345e-06,0.001814721380602558,0.004579387575749038,0.005026887233111091,0.43223044842994907,-0.007520070387782818,-0.0009659153118496688,2.858509578632642e-05,0.0018894468606664655,0.0014546629585364685
0.018505605822615182,0.007999513706230352,3.216024985117456e-07,5.0131369276083155e-06,0.0020737597076871234,0.005241803476391839,0.005032413492270474,0.4322130486393032,-0.007522296015587434,-0.0009659152063920378,3.2963761346619026e-05,0.0018927986438331385,0.0014546629585421554
0.02081880655044208,0.008999271861793272,4.072712348366082e-07,5.016358000276953e-06,0.0023327461328549156,0.005907452451117973,0.0050387728285523495,0.43219564288287216,-0.0075245260063192074,-0.0009659153480113729,3.735040891156103e-05,0.0018961569991237527,0.0014546629585381555
0.023132007278268977,0.009998989742455533,5.03104083326282e-07,5.020301973542683e-06,0.002591680653112983,0.006576673283123294,0.005046000753737288,0.43217823171874514,-0.007526758181226285,-0.0009659151268964753,4.17448997046788e-05,0.0018995186404762348,0.0014546629585406345
0.025445208006095874,0.01099866733626132,6.091190493628171e-07,5.025082056871685e-06,0.0028505632649163198,0.007249776522449294,0.005054136589491864,0.4321608153143511,-0.007528991444261412,-0.0009659152266693236,4.614719209303017e-05,0.001902881924859714,0.0014546629585413455
0.027758408733922775,0.011998304631254836,7.253341383282644e-07,5.0308226231710225e-06,0.0031093939641116054,0.007927041596935063,0.0050632233411686345,0.43214339371991944,-0.00753122525464824,-0.0009659151172807164,5.055727358673259e-05,0.0019062460307586854,0.0014546629585389464
0.030071609461749672,0.01299790161548027,8.517673556046737e-07,5.037658986443223e-06,0.0033681727458825476,0.008608713988030377,0.005073307558723633,0.4321259669505177,-0.007533459336407147,-0.0009659151931171194,5.4975140438821205e-05,0.0019096105474153578,0.0014546629585443854
0.03238481018957657,0.01399745827698182,9.884367065740957e-07,5.045737159208467e-06,0.003626899604696906,0.009295002477427077,0.00508443918476946,0.4321085350106665,-0.0075356935557718985,-0.0009659152862679036,5.940079152520663e-05,0.0019129752694509717,0.001454662958538643
0.03469801091740347,0.014996974603803673,1.135360196618581e-06,5.055213589723082e-06,0.0038855745342554105,0.009986076470451787,0.005096671389782211,0.43209109790171873,-0.00753792784425154,-0.0009659150588783422,6.3834226508662e-05,0.001916340094175936,0.0014546629585395535
0.037011211645230364,0.01599645058399002,1.2925558311201795e-06,5.066254879022854e-06,0.004144197527442654,0.010682063402148159,0.0051100603944803855,0.43207365562408545,-0.007540162163952967,-0.0009659151281059721,6.827544528801919e-05,0.001919704970245599,0.0014546629585555693
0.03932441237305726,0.01699588620558506,1.4600416154609416e-06,5.079037477819755e-06,0.0044027685762801526,0.01138304623196258,0.005124665279393944,0.4320562081778899,-0.007542396502432963,-0.0009659152028598497,7.2724447832928e-05,0.0019230698719878106,0.0014546629585395906
0.04163761310088416,0.01799528145663299,1.6378355550229185e-06,5.093747363280669e-06,0.004661287671881717,0.01208906103293284,0.00514054778164171,0.4320387555631636,-0.007544630850374236,-0.0009659151207502114,7.718123413428315e-05,0.0019264347865659507,0.0014546629585495243
0.043950813828711056,0.01899463632517799,1.8259556551881596e-06,5.110579695716543e-06,0.004919754804411234,0.012800094681264496,0.005157772078935159,0.43202129777991893,-0.007546865201198337,-0.0009659150219535154,8.164580418935298e-05,0.001929799707562354,0.0014546629585402288
0.046264014556537954,0.019993950799264262,2.0244199213387156e-06,5.129738455210622e-06,0.005178169963043046,0.013516082652165624,0.005176404560826843,0.4320038348281632,-0.0075490995533198674,-0.0009659151571186814,8.611815799731815e-05,0.001933164631767684,0.0014546629585500987
